gene_id	gene_name	GLL63_V_S8	GLL63_D_S15	GLL65_V_S69	GLL65_D_S48	GLL67_V_S74	GLL67_D_S22	GLL69_V_S39	GLL69_D_S11
ENSG00000004455	AK2	6.635545954605127	6.5987792092090745	6.623054867042619	6.668794182943115	6.653698781739632	6.695524937648316	6.718744017726199	6.500881831426318
ENSG00000004478	FKBP4	7.838089512485917	7.936975758817473	8.003470290802602	8.014429251712444	8.091023768307142	8.04811428314044	8.223628169383009	8.17444493645071
ENSG00000004487	KDM1A	6.052608195697361	6.001908154054606	5.92967576688813	5.95983833209731	5.958233629337258	6.0577132964661455	6.083341435859722	6.201627236515163
ENSG00000004534	RBM6	5.184044369237156	5.296041819202721	5.413566874586375	5.475221240196641	5.627137744512682	5.645280708373159	5.575030127264054	5.440008663331147
ENSG00000004660	CAMKK1	2.488131504712797	2.1275990562250793	1.9813146008990317	2.1124512414247367	2.5844422559880575	2.2612774804877143	1.8734715483479611	1.963577048297612
ENSG00000004700	RECQL	5.334071757533556	5.2926258864902245	5.350975564297913	5.306016595252931	5.220838412571071	5.294502685149524	5.341028959532369	5.332440234270812
ENSG00000004766	VPS50	4.882453404432716	4.671607671651701	4.955479537904193	4.718853214210858	4.660837973313385	4.654255272634673	4.80898132800014	4.631287439694597
ENSG00000004777	ARHGAP33	2.392115385276723	2.4663347107689875	2.9326880439986853	2.453871989368887	3.0507096569062875	2.544000824658642	2.582511703859015	2.107383731817255
ENSG00000004779	NDUFAB1	5.707929146507352	5.6972998695592185	5.6124503666454	5.767986732542038	5.462544107088615	5.311612708230824	5.415587015753776	5.422082454179918
ENSG00000004799	PDK4	-0.44246033938671747	0.026995380035753413	0.026995380035753413	0.20910623121047767	0.026995380035753413	0.690643276747064	0.20910623121047767	0.6524969158618106
ENSG00000004838	ZMYND10	2.6839570517540725	3.000027425716473	2.688959973608885	2.816601109113796	2.787018188686967	2.936124713651267	3.330800076068539	3.489551957574898
